ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID
182	Serdukpen	SER	sul	sher1257	blood	9	ha	ha	2017	2017:blood	20	0	Stage 2	279
183	N-Qiang	QIA	syc	nort2722	blood	9	sa	sa	2017	2017:blood	20	0	Stage 2	279
184	Zhaba	ZHA	syc	zhab1238	blood	9	sui.21	sui²¹	2017	2017:blood	20	0	Stage 2	279
185	Tujia	TUJ	tujia	nort2732	blood	9	mie.2	mie²	4530	4530:blood	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	652
186	Bokar	BOK	tani	bori1243	blood	9	u yi:	u_yiː	2017	2017:blood	20	0	Stage 2	279
187	Nishi	NIS	tani	nisi1238	blood	9	ɨ	ɨ	2017	2017:blood	20	0	Nisi?	279
188	Lijiang-Naxi	LIJ	bur	lich1241	bone	10	so.33 lo.33	so³³_lo³³	703	703:bone	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	739
189	Ninglang-Naxi	NIN	bur	naxi1245	bone	10	ṣa.33 ŋv.13	ṣa³³_ŋv¹³	703	703:bone	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	739
190	Jinuo	JIN	bur	youl1235	bone	10	ʃɔ.44 ɣɨ.44	ʃɔ⁴⁴_ɣɨ⁴⁴	703	703:bone	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	739
191	Jingpo	JNP	jnp	kach1280	bone	10	n.33 ʒa.33	n³³_ʒa³³	637	637:bone	20	0	Jinghpaw	724
192	Yeinbaw	YEI	kar	yinb1236	bone	10	ʃhwe.55	ʃhwe⁵⁵	703	703:bone	20	0	Yinbaw Karen	739
193	Geker	GEK	kar	geko1235	bone	10	tʃweiʔ.53	tʃweiʔ⁵³	703	703:bone	20	0	Geko Karen?	739
194	Manu	MNU	kar	manu1255	bone	10	khwi.44	khwi⁴⁴	703	703:bone	20	0	Manumanaw Karen	739
195	W. Kayah	KYH	kar	west2409	bone	10	krui.55	krui⁵⁵	703	703:bone	20	0	Kayah Western	739
196	Yintale	YIN	kar	yint1235	bone	10	khwei.55	khwei⁵⁵	703	703:bone	20	0	Yintale Karen	739
197	Motuo-M	MOT	mot	dakp1242	bone	10	khaŋ	khaŋ	672	672:bone	20	0	Tawang Monpa, Dakpakha?	730
198	Lhota	LHO	naga	loth1237	bone	10	o:rɨ	oːrɨ	703	703:bone	20	0	Naga Lotha	739
199	Yimchunrü	YIM	naga	yimc1240	bone	10	ro=reaŋ	roreaŋ	703	703:bone	20	0	Naga Yimchungru	739
200	Ao-Chungli	AOC	naga	chon1286	bone	10	terat	terat	703	703:bone	20	0	Naga Ao	739
201	Ao-Mongsen	AOM	naga	mong1332	bone	10	terat	terat	703	703:bone	20	0	Naga Ao	739
202	Nusu	NUS	nung	nusu1239	bone	10	jrɨ.55	jrɨ⁵⁵	703	703:bone	20	0	Stage 2	739
203	Serdukpen	SER	sul	sher1257	bone	10	skit	skit	2248	2248:bone	20	0	Stage 2	322
204	N-Qiang	QIA	syc	nort2722	bone	10	ər pac̣	ər_pac̣	703	703:bone	20	0	Stage 2	739
205	Zhaba	ZHA	syc	zhab1238	bone	10	ʃŏ.21 vui.21	ʃŏ²¹_vui²¹	703	703:bone	20	0	Stage 2	739
206	Tujia	TUJ	tujia	nort2732	bone	10	lu.1 ka.1	lu¹_ka¹	1857	1857:bone	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	249
207	Sherpa	SHE	tib	sher1255	bone	10	rok. LR	rok_LR	703	703:bone	20	0	Solu-Khumbu Sherpa	739
208	Bokar	BOK	tani	bori1243	bone	10	loŋ poŋ	loŋ_poŋ	1857	1857:bone	20	0	Stage 2	249
209	Nishi	NIS	tani	nisi1238	bone	10	alo	alo	1857	1857:bone	20	0	Nisi?	249
210	Lijiang-Naxi	LIJ	bur	lich1241	breast	11	ə.55 po.31	ə⁵⁵_po³¹	2670	2670:breast	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	410
211	Ninglang-Naxi	NIN	bur	naxi1245	breast	11	ńu.31 bi.33	ńu³¹_bi³³	593	593:breast	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	711
212	Jinuo	JIN	bur	youl1235	breast	11	mɛ.44 po.42	mɛ⁴⁴_po⁴²	2670	2670:breast	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	410
213	Jingpo	JNP	jnp	kach1280	breast	11	tšu̲ʔ.55	tšu̲ʔ⁵⁵	1666	1666:breast	20	0	Jinghpaw	198
214	Motuo-M	MOT	mot	dakp1242	breast	11	nu	nu	593	593:breast	20	0	Tawang Monpa, Dakpakha?	711
215	Lhota	LHO	naga	loth1237	breast	11	širo (GEM)	širo_	4023	4023:breast	20	0	Naga Lotha	525
216	Yimchunrü	YIM	naga	yimc1240	breast	11	niu	niu	593	593:breast	20	0	Naga Yimchungru	711
217	Ao-Chungli	AOC	naga	chon1286	breast	11	mama	mama	60	60:breast	20	0	Naga Ao	714
218	Ao-Mongsen	AOM	naga	mong1332	breast	11	mama	mama	60	60:breast	20	0	Naga Ao	714
219	Nusu	NUS	nung	nusu1239	breast	11	nɨ.55 nɨ.31 jɔ.	nɨ⁵⁵_nɨ³¹_jɔ	4020	4020:breast	20	0	Stage 2	524
220	Serdukpen	SER	sul	sher1257	breast	11	ńuŋ	ńuŋ	593	593:breast	20	0	Stage 2	711
221	N-Qiang	QIA	syc	nort2722	breast	11	pa pa	pa_pa	2670	2670:breast	20	0	Stage 2	410
222	Zhaba	ZHA	syc	zhab1238	breast	11	nau.55	nau⁵⁵	593	593:breast	20	0	Stage 2	711
223	Tujia	TUJ	tujia	nort2732	breast	11	man.4	man⁴	4531	4531:breast	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	653
224	Sherpa	SHE	tib	sher1255	breast	11	num. LR	num_LR	593	593:breast	20	0	Solu-Khumbu Sherpa	711
225	Bokar	BOK	tani	bori1243	breast	11	a ću	a_ću	1666	1666:breast	20	0	Stage 2	198
226	Nishi	NIS	tani	nisi1238	breast	11	uchi	uchi	1666	1666:breast	20	0	Nisi?	198
227	Lijiang-Naxi	LIJ	bur	lich1241	burn tr.	12	khɨ.55	khɨ⁵⁵	2656	2656:burn tr.	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	409
228	Ninglang-Naxi	NIN	bur	naxi1245	burn tr.	12	ka.13	ka¹³	2656	2656:burn tr.	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	409
229	Jinuo	JIN	bur	youl1235	burn tr.	12	phu.42	phu⁴²	47	47:burn tr.	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	680
230	Jingpo	JNP	jnp	kach1280	burn tr.	12	wut.31	wut³¹	2609	2609:burn tr.	20	0	Jinghpaw	400
231	Yeinbaw	YEI	kar	yinb1236	burn tr.	12	cụ.22 kại.22	cụ²²_kại²²	1170	1170:burn tr.	20	0	Yinbaw Karen	65
232	Geker	GEK	kar	geko1235	burn tr.	12	ḍʒuʔ.53 kæʔ.5	ḍʒuʔ⁵³_kæʔ⁵	1170	1170:burn tr.	20	0	Geko Karen?	65
233	Manu	MNU	kar	manu1255	burn tr.	12	ʃho.11	ʃho¹¹	1189	1189:burn tr.	20	0	Manumanaw Karen	69
234	W. Kayah	KYH	kar	west2409	burn tr.	12	i.11 shɨ.55	i¹¹_shɨ⁵⁵	1189	1189:burn tr.	20	0	Kayah Western	69
235	Yintale	YIN	kar	yint1235	burn tr.	12	shu.55 mi.44	shu⁵⁵_mi⁴⁴	1189	1189:burn tr.	20	0	Yintale Karen	69
236	Motuo-M	MOT	mot	dakp1242	burn tr.	12	der	der	1086	1086:burn tr.	20	0	Tawang Monpa, Dakpakha?	39
237	Lhota	LHO	naga	loth1237	burn tr.	12	ro:ŋ	roːŋ	674	674:burn tr.	20	0	Naga Lotha	731
238	Yimchunrü	YIM	naga	yimc1240	burn tr.	12	atak	atak	480	480:burn tr.	20	0	Naga Yimchungru	683
239	Ao-Chungli	AOC	naga	chon1286	burn tr.	12	aroŋ	aroŋ	674	674:burn tr.	20	0	Naga Ao	731
240	Ao-Mongsen	AOM	naga	mong1332	burn tr.	12	ruŋ	ruŋ	674	674:burn tr.	20	0	Naga Ao	731
241	Nusu	NUS	nung	nusu1239	burn tr.	12	mrə̃r.53	mrə̃r⁵³	674	674:burn tr.	20	0	Stage 2	731
242	N-Qiang	QIA	syc	nort2722	burn tr.	12	dɛ wu	dɛ_wu	1086	1086:burn tr.	20	0	Stage 2	39
243	Zhaba	ZHA	syc	zhab1238	burn tr.	12	mut.21	mut²¹	2609	2609:burn tr.	20	0	Stage 2	400
244	Tujia	TUJ	tujia	nort2732	burn tr.	12	ta.1	ta¹	480	480:burn tr.	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	683
245	Lijiang-Naxi	LIJ	bur	lich1241	claw(nail)	13	[la.33] cɨ.31	_cɨ³¹	1497	1497:claw(nail)	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	144
246	Ninglang-Naxi	NIN	bur	naxi1245	claw(nail)	13	[kv.33] c̣ɨ.13	_c̣ɨ¹³	1497	1497:claw(nail)	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	144
247	Jinuo	JIN	bur	youl1235	claw(nail)	13	[la.55] sə.44	_sə⁴⁴	1497	1497:claw(nail)	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	144
248	Jingpo	JNP	jnp	kach1280	claw(nail)	13	lə.31 mjin.33	lə³¹_mjin³³	2703	2703:claw(nail)	20	0	Jinghpaw	423
249	Yeinbaw	YEI	kar	yinb1236	claw(nail)	13	cə-mị.33	cə-mị³³	2703	2703:claw(nail)	20	0	Yinbaw Karen	423
250	Geker	GEK	kar	geko1235	claw(nail)	13	ḍʒɨ.11 mə.44 b	ḍʒɨ¹¹_mə⁴⁴_b	2703	2703:claw(nail)	20	0	Geko Karen?	423
251	Manu	MNU	kar	manu1255	claw(nail)	13	khɔ.44 mụ.11 b	khɔ⁴⁴_mụ¹¹_b	2703	2703:claw(nail)	20	0	Manumanaw Karen	423
252	W. Kayah	KYH	kar	west2409	claw(nail)	13	kənɔ.33 ba.11	kənɔ³³_ba¹¹	350	350:claw(nail)	20	0	Kayah Western	512
253	Yintale	YIN	kar	yint1235	claw(nail)	13	mein.33	mein³³	2703	2703:claw(nail)	20	0	Yintale Karen	423
254	Motuo-M	MOT	mot	dakp1242	claw(nail)	13	chiŋ naŋ	chiŋ_naŋ	1497	1497:claw(nail)	20	0	Tawang Monpa, Dakpakha?	144
255	Lhota	LHO	naga	loth1237	claw(nail)	13	yiŋ-kyep	yiŋ-kyep	1497	1497:claw(nail)	20	0	Naga Lotha	144
256	Ao-Chungli	AOC	naga	chon1286	claw(nail)	13	teme-ʒɨŋ	teme-ʒɨŋ	1497	1497:claw(nail)	20	0	Naga Ao	144
257	Ao-Mongsen	AOM	naga	mong1332	claw(nail)	13	tɨme=cɨ	tɨmecɨ	1497	1497:claw(nail)	20	0	Naga Ao	144
258	Nusu	NUS	nung	nusu1239	claw(nail)	13	[la.42] sə̃r.55	_sə̃r⁵⁵	1497	1497:claw(nail)	20	0	Stage 2	144
259	Serdukpen	SER	sul	sher1257	claw(nail)	13	ik-ciŋ	ik-ciŋ	1497	1497:claw(nail)	20	0	Stage 2	144
260	N-Qiang	QIA	syc	nort2722	claw(nail)	13	[ɣdʒə] si	_si	1497	1497:claw(nail)	20	0	Stage 2	144
261	Zhaba	ZHA	syc	zhab1238	claw(nail)	13	[loʔ.21] siŋ.21	_siŋ²¹	1497	1497:claw(nail)	20	0	Stage 2	144
262	Tujia	TUJ	tujia	nort2732	claw(nail)	13	kho.1 tha.1	kho¹_tha¹	4532	4532:claw(nail)	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	654
263	Sherpa	SHE	tib	sher1255	claw(nail)	13	ser=mu.HF	sermuHF	1497	1497:claw(nail)	20	0	Solu-Khumbu Sherpa	144
264	Bokar	BOK	tani	bori1243	claw(nail)	13	lu gin  < *lak-	lu_gin__<_*lak	1497	1497:claw(nail)	20	0	Stage 2	144
265	Nishi	NIS	tani	nisi1238	claw(nail)	13	ləsiŋ	ləsiŋ	1497	1497:claw(nail)	20	0	Nisi?	144
266	Lijiang-Naxi	LIJ	bur	lich1241	cloud	14	ći.31	ći³¹	1209	1209:cloud	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	83
267	Ninglang-Naxi	NIN	bur	naxi1245	cloud	14	ći.31	ći³¹	1209	1209:cloud	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	83
268	Jinuo	JIN	bur	youl1235	cloud	14	m.42 tɛ.44	m⁴²_tɛ⁴⁴	468	468:cloud	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	675
269	Jingpo	JNP	jnp	kach1280	cloud	14	sə.33 mui.33	sə³³_mui³³	115	115:cloud	20	0	Jinghpaw	64
270	Yeinbaw	YEI	kar	yinb1236	cloud	14	cə.11 ʔvo.44	cə¹¹_ʔvo⁴⁴	2021	2021:cloud	20	0	Yinbaw Karen	280
271	Geker	GEK	kar	geko1235	cloud	14	đɨʔ.53 ʔu.53	đɨʔ⁵³_ʔu⁵³	2021	2021:cloud	20	0	Geko Karen?	280
272	Manu	MNU	kar	manu1255	cloud	14	pu.22 u.33 lụ.	pu²²_u³³_lụ	2021	2021:cloud	20	0	Manumanaw Karen	280
273	W. Kayah	KYH	kar	west2409	cloud	14	ɔ.55 lɨə̣.44	ɔ⁵⁵_lɨə̣⁴⁴	2021	2021:cloud	20	0	Kayah Western	280
274	Yintale	YIN	kar	yint1235	cloud	14	kan.33 ʔuŋ.55	kan³³_ʔuŋ⁵⁵	2021	2021:cloud	20	0	Yintale Karen	280
275	Motuo-M	MOT	mot	dakp1242	cloud	14	muk pa	muk_pa	156	156:cloud	20	0	Tawang Monpa, Dakpakha?	169
276	Lhota	LHO	naga	loth1237	cloud	14	elo:k	eloːk	4034	4034:cloud	20	0	Naga Lotha	526
277	Yimchunrü	YIM	naga	yimc1240	cloud	14	yinpɨ	yinpɨ	27	27:cloud	20	0	Naga Yimchungru	486
278	Ao-Chungli	AOC	naga	chon1286	cloud	14	mepet	mepet	27	27:cloud	20	0	Naga Ao	486
279	Ao-Mongsen	AOM	naga	mong1332	cloud	14	cuŋ=miluŋ	cuŋmiluŋ	1824	1824:cloud	20	0	Naga Ao	239
280	Nusu	NUS	nung	nusu1239	cloud	14	c̣huẽ.31 mɔ.5	c̣huẽ³¹_mɔ⁵	1237	1237:cloud	20	0	Stage 2	94
281	Serdukpen	SER	sul	sher1257	cloud	14	sinti	sinti	4426	4426:cloud	20	0	Stage 2	610
282	N-Qiang	QIA	syc	nort2722	cloud	14	zdəm	zdəm	468	468:cloud	20	0	Stage 2	675
283	Zhaba	ZHA	syc	zhab1238	cloud	14	mu̲t.55 mau.55	mu̲t⁵⁵_mau⁵⁵	168	168:cloud	20	0	Stage 2	208
284	Tujia	TUJ	tujia	nort2732	cloud	14	mɨe.3 la.1 ɣoŋ.	mɨe³_la¹_ɣoŋ	644	644:cloud	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	725
285	Sherpa	SHE	tib	sher1255	cloud	14	muk=pɛ.HF	mukpɛHF	156	156:cloud	20	0	Solu-Khumbu Sherpa	169
286	Bokar	BOK	tani	bori1243	cloud	14	daŋ muk	daŋ_muk	156	156:cloud	20	0	Stage 2	169
287	Nishi	NIS	tani	nisi1238	cloud	14	domə	domə	156	156:cloud	20	0	Nisi?	169
288	Lijiang-Naxi	LIJ	bur	lich1241	cold	15	ćhi.55	ćhi⁵⁵	670	670:cold	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	729
289	Ninglang-Naxi	NIN	bur	naxi1245	cold	15	ʒ̣o.33	ʒ̣o³³	670	670:cold	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	729
290	Jinuo	JIN	bur	youl1235	cold	15	tʃho.55	tʃho⁵⁵	670	670:cold	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	729
291	Jingpo	JNP	jnp	kach1280	cold	15	kə.31 šuŋ.33	kə³¹_šuŋ³³	1576	1576:cold	20	0	Jinghpaw	173
292	Yeinbaw	YEI	kar	yinb1236	cold	15	rṿ-we.55	rṿ-we⁵⁵	811	811:cold	20	0	Yinbaw Karen	754
293	Geker	GEK	kar	geko1235	cold	15	khu.55	khu⁵⁵	2053	2053:cold	20	0	Geko Karen?	286
294	Manu	MNU	kar	manu1255	cold	15	kəcɔ̣.33	kəcɔ̣³³	1235	1235:cold	20	0	Manumanaw Karen	92
295	W. Kayah	KYH	kar	west2409	cold	15	rọ.11	rọ¹¹	811	811:cold	20	0	Kayah Western	754
296	Yintale	YIN	kar	yint1235	cold	15	ʔa.dʒɛ.33	ʔadʒɛ³³	1235	1235:cold	20	0	Yintale Karen	92
297	Motuo-M	MOT	mot	dakp1242	cold	15	per bu	per_bu	4409	4409:cold	20	0	Tawang Monpa, Dakpakha?	603
298	Lhota	LHO	naga	loth1237	cold	15	ecak	ecak	1231	1231:cold	20	0	Naga Lotha	91
299	Yimchunrü	YIM	naga	yimc1240	cold	15	amɨsaŋ	amɨsaŋ	1576	1576:cold	20	0	Naga Yimchungru	173
300	Ao-Chungli	AOC	naga	chon1286	cold	15	temokoŋ	temokoŋ	2146	2146:cold	20	0	Naga Ao	301
301	Ao-Mongsen	AOM	naga	mong1332	cold	15	tɨmukuŋ	tɨmukuŋ	2146	2146:cold	20	0	Naga Ao	301
302	Nusu	NUS	nung	nusu1239	cold	15	gra.53	gra⁵³	670	670:cold	20	0	Stage 2	729
303	Serdukpen	SER	sul	sher1257	cold	15	achan	achan	1235	1235:cold	20	0	Stage 2	92
304	N-Qiang	QIA	syc	nort2722	cold	15	mu pu	mu_pu	230	230:cold	20	0	Stage 2	334
305	Zhaba	ZHA	syc	zhab1238	cold	15	kjoʔ.21	kjoʔ²¹	670	670:cold	20	0	Stage 2	729
306	Tujia	TUJ	tujia	nort2732	cold	15	sa.2	sa²	1576	1576:cold	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	173
307	Sherpa	SHE	tib	sher1255	cold	15	ṭeŋe. LF	ṭeŋe_LF	670	670:cold	20	0	Solu-Khumbu Sherpa	729
308	Bokar	BOK	tani	bori1243	cold	15	ɦɨ ćir	ɦɨ_ćir	670	670:cold	20	0	Stage 2	729
309	Nishi	NIS	tani	nisi1238	cold	15	sakkar	sakkar	670	670:cold	20	0	Nisi?	729
310	Lijiang-Naxi	LIJ	bur	lich1241	come	16	lɨ.33, lə.31	lɨ³³	1868	1868:come	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	254
311	Ninglang-Naxi	NIN	bur	naxi1245	come	16	źu.33	źu³³	4043	4043:come	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	527
312	Jinuo	JIN	bur	youl1235	come	16	lɔ.42	lɔ⁴²	1868	1868:come	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	254
313	Jingpo	JNP	jnp	kach1280	come	16	sa.33	sa³³	1631	1631:come	20	0	Jinghpaw	190
314	Yeinbaw	YEI	kar	yinb1236	come	16	lại.33	lại³³	1868	1868:come	20	0	Yinbaw Karen	254
315	Geker	GEK	kar	geko1235	come	16	le.22 b̄e.55 jo	le²²_b̄e⁵⁵_jo	1868	1868:come	20	0	Geko Karen?	254
316	Manu	MNU	kar	manu1255	come	16	he.11	he¹¹	2012	2012:come	20	0	Manumanaw Karen	277
317	W. Kayah	KYH	kar	west2409	come	16	hia.33	hia³³	2012	2012:come	20	0	Kayah Western	277
318	Yintale	YIN	kar	yint1235	come	16	ha.55	ha⁵⁵	2012	2012:come	20	0	Yintale Karen	277
319	Motuo-M	MOT	mot	dakp1242	come	16	ʔu	ʔu	2012	2012:come	20	0	Tawang Monpa, Dakpakha?	277
320	Lhota	LHO	naga	loth1237	come	16	yi	yi	635	635:come	20	0	Naga Lotha	722
321	Yimchunrü	YIM	naga	yimc1240	come	16	arɨ	arɨ	635	635:come	20	0	Naga Yimchungru	722
322	Ao-Chungli	AOC	naga	chon1286	come	16	aru	aru	635	635:come	20	0	Naga Ao	722
323	Ao-Mongsen	AOM	naga	mong1332	come	16	ra	ra	635	635:come	20	0	Naga Ao	722
324	Nusu	NUS	nung	nusu1239	come	16	la.35	la³⁵	1868	1868:come	20	0	Stage 2	254
325	Serdukpen	SER	sul	sher1257	come	16	ago	ago	2012	2012:come	20	0	Stage 2	277
326	N-Qiang	QIA	syc	nort2722	come	16	ly	ly	1868	1868:come	20	0	Stage 2	254
327	Zhaba	ZHA	syc	zhab1238	come	16	le.55	le⁵⁵	1868	1868:come	20	0	Stage 2	254
328	Tujia	TUJ	tujia	nort2732	come	16	ən.4 ci.4	ən⁴_ci⁴	4533	4533:come	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	655
329	Sherpa	SHE	tib	sher1255	come	16	gi. LH-	gi_LH	4390	4390:come	20	0	Solu-Khumbu Sherpa	600
330	Bokar	BOK	tani	bori1243	come	16	pɨŋ	pɨŋ	401	401:come	20	0	Stage 2	523
331	Nishi	NIS	tani	nisi1238	come	16	ha	ha	2012	2012:come	20	0	Nisi?	277
332	Lijiang-Naxi	LIJ	bur	lich1241	die	17	ṣɨ.33	ṣɨ³³	1508	1508:die	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	152
333	Ninglang-Naxi	NIN	bur	naxi1245	die	17	ṣɨ.33	ṣɨ³³	1508	1508:die	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	152
334	Jinuo	JIN	bur	youl1235	die	17	ʃi.42	ʃi⁴²	1508	1508:die	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	152
335	Jingpo	JNP	jnp	kach1280	die	17	si.33	si³³	1508	1508:die	20	0	Jinghpaw	152
336	Yeinbaw	YEI	kar	yinb1236	die	17	θɨ.44	θɨ⁴⁴	1508	1508:die	20	0	Yinbaw Karen	152
337	Geker	GEK	kar	geko1235	die	17	ṭɨ.55	ṭɨ⁵⁵	1508	1508:die	20	0	Geko Karen?	152
338	Manu	MNU	kar	manu1255	die	17	si.11	si¹¹	1508	1508:die	20	0	Manumanaw Karen	152
339	W. Kayah	KYH	kar	west2409	die	17	ćie.33	ćie³³	1508	1508:die	20	0	Kayah Western	152
340	Yintale	YIN	kar	yint1235	die	17	ṣɛ.31	ṣɛ³¹	1508	1508:die	20	0	Yintale Karen	152
341	Motuo-M	MOT	mot	dakp1242	die	17	śi	śi	1508	1508:die	20	0	Tawang Monpa, Dakpakha?	152
342	Lhota	LHO	naga	loth1237	die	17	chhi	chhi	1508	1508:die	20	0	Naga Lotha	152
343	Yimchunrü	YIM	naga	yimc1240	die	17	še	še	1508	1508:die	20	0	Naga Yimchungru	152
344	Ao-Chungli	AOC	naga	chon1286	die	17	asɨ	asɨ	1508	1508:die	20	0	Naga Ao	152
345	Ao-Mongsen	AOM	naga	mong1332	die	17	sɨ	sɨ	1508	1508:die	20	0	Naga Ao	152
346	Nusu	NUS	nung	nusu1239	die	17	ṣ́i.35	ṣ́i³⁵	1508	1508:die	20	0	Stage 2	152
347	Serdukpen	SER	sul	sher1257	die	17	iya	iya	1508	1508:die	20	0	Stage 2	152
348	N-Qiang	QIA	syc	nort2722	die	17	śi	śi	1508	1508:die	20	0	Stage 2	152
349	Zhaba	ZHA	syc	zhab1238	die	17	ʃi.55	ʃi⁵⁵	1508	1508:die	20	0	Stage 2	152
350	Tujia	TUJ	tujia	nort2732	die	17	sie.3	sie³	1508	1508:die	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	152
351	Sherpa	SHE	tib	sher1255	die	17	ši. LF-	ši_LF	1508	1508:die	20	0	Solu-Khumbu Sherpa	152
352	Bokar	BOK	tani	bori1243	die	17	ši:, ke:	šiː	1508	1508:die	20	0	Stage 2	152
353	Nishi	NIS	tani	nisi1238	die	17	si	si	1508	1508:die	20	0	Nisi?	152
354	Lijiang-Naxi	LIJ	bur	lich1241	dog	18	khɨ.33	khɨ³³	2591	2591:dog	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	395
355	Ninglang-Naxi	NIN	bur	naxi1245	dog	18	khv.33	khv³³	2591	2591:dog	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	395
356	Jinuo	JIN	bur	youl1235	dog	18	khə.44 jo.44	khə⁴⁴_jo⁴⁴	2591	2591:dog	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	395
357	Jingpo	JNP	jnp	kach1280	dog	18	kui.31	kui³¹	2591	2591:dog	20	0	Jinghpaw	395
358	Yeinbaw	YEI	kar	yinb1236	dog	18	thwi.11	thwi¹¹	2591	2591:dog	20	0	Yinbaw Karen	395
359	Geker	GEK	kar	geko1235	dog	18	thwi.53	thwi⁵³	2591	2591:dog	20	0	Geko Karen?	395
360	Manu	MNU	kar	manu1255	dog	18	ʃhi.44	ʃhi⁴⁴	2591	2591:dog	20	0	Manumanaw Karen	395
361	W. Kayah	KYH	kar	west2409	dog	18	thui.55	thui⁵⁵	2591	2591:dog	20	0	Kayah Western	395
362	Yintale	YIN	kar	yint1235	dog	18	thwei.33	thwei³³	2591	2591:dog	20	0	Yintale Karen	395
363	Motuo-M	MOT	mot	dakp1242	dog	18	khu	khu	2591	2591:dog	20	0	Tawang Monpa, Dakpakha?	395
364	Lhota	LHO	naga	loth1237	dog	18	fhu:rro	fhuːrro	2591	2591:dog	20	0	Naga Lotha	395
365	Yimchunrü	YIM	naga	yimc1240	dog	18	khinu	khinu	2591	2591:dog	20	0	Naga Yimchungru	395
366	Ao-Chungli	AOC	naga	chon1286	dog	18	azɨ	azɨ	2591	2591:dog	20	0	Naga Ao	395
367	Ao-Mongsen	AOM	naga	mong1332	dog	18	ayi	ayi	2591	2591:dog	20	0	Naga Ao	395
368	Nusu	NUS	nung	nusu1239	dog	18	khyi.55	khyi⁵⁵	2591	2591:dog	20	0	Stage 2	395
369	Serdukpen	SER	sul	sher1257	dog	18	phi=tha	phitha	4427	4427:dog	20	0	Stage 2	611
370	N-Qiang	QIA	syc	nort2722	dog	18	khuə	khuə	2591	2591:dog	20	0	Stage 2	395
371	Zhaba	ZHA	syc	zhab1238	dog	18	khui.21	khui²¹	2591	2591:dog	20	0	Stage 2	395
372	Tujia	TUJ	tujia	nort2732	dog	18	xa.1 lie.4	xa¹_lie⁴	2591	2591:dog	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	395
373	Sherpa	SHE	tib	sher1255	dog	18	ki.HR	kiHR	2591	2591:dog	20	0	Solu-Khumbu Sherpa	395
374	Bokar	BOK	tani	bori1243	dog	18	i ki:	i_kiː	2591	2591:dog	20	0	Stage 2	395
375	Nishi	NIS	tani	nisi1238	dog	18	ikh	ikh	2591	2591:dog	20	0	Nisi?	395
376	Lijiang-Naxi	LIJ	bur	lich1241	drink	19	thɨ.31	thɨ³¹	487	487:drink	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	684
377	Ninglang-Naxi	NIN	bur	naxi1245	drink	19	thɨ.31	thɨ³¹	487	487:drink	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	684
