NUMBER	WORD	OCH	OCHNUM	PEK	PEKNUM	SCN	SCNNUM	BAI	BAINUM	FUZ	FUZNUM	HKK	HKKNUM	PAO	PAONUM	GEB	GEBNUM	KPQ	KPQNUM	YEI	YEINUM	PDN	PDNNUM	GEK	GEKNUM	MNU	MNUNUM	KYH	KYHNUM	YIN	YINNUM	SGO	SGONUM	KLQ	KLQNUM	PLC	PLCNUM	TUJ	TUJNUM	LEP	LEPNUM	MIJ	MIJNUM	KNQ	KNQNUM	SER	SERNUM	SUL	SULNUM	BGN	BGNNUM	WRT	WRTNUM	LHA	LHANUM	BAT	BATNUM	XIA	XIANUM	ALI	ALINUM	JIR	JIRNUM	SHE	SHENUM	CUO	CUONUM	MOT	MOTNUM	SNW	SNWNUM	KUL	KULNUM	KLN	KLNNUM	DUM	DUMNUM	LIM	LIMNUM	YAM	YAMNUM	DHI	DHINUM	TRN	TRNNUM	IDU	IDUNUM	MIL	MILNUM	PAD	PADNUM	SHA	SHANUM	APA	APANUM	GLQ	GLQNUM	HIL	HILNUM	BOK	BOKNUM	NIS	NISNUM	TGQ	TGQNUM	UBA	UBANUM	AKA	AKANUM	MJI	MJINUM	BOD	BODNUM	DIM	DIMNUM	GAR	GARNUM	RAB	RABNUM	KNN	KNNNUM	KNX	KNXNUM	PHO	PHONUM	CHA	CHANUM	YOG	YOGNUM	NOC	NOCNUM	WAN	WANNUM	JNP	JNPNUM	MNX	MNXNUM	RNQ	RNQNUM	SEM	SEMNUM	TAN	TANNUM	LHO	LHONUM	POC	POCNUM	SNQ	SNQNUM	YIM	YIMNUM	AOC	AOCNUM	AOM	AOMNUM	MAU	MAUNUM	KHE	KHENUM	CHO	CHONUM	KHN	KHNNUM	KHM	KHMNUM	MZI	MZINUM	ZEM	ZEMNUM	LIA	LIANUM	MRW	MRWNUM	KHQ	KHQNUM	KBQ	KBQNUM	MIK	MIKNUM	CHP	CHPNUM	MGX	MGXNUM	KHX	KHXNUM	LSH	LSHNUM	HKQ	HKQNUM	HMA	HMANUM	GAN	GANNUM	TID	TIDNUM	GUR	GURNUM	TMN	TMNNUM	THK	THKNUM	KAY	KAYNUM	WRB	WRBNUM	LAN	LANNUM	ZHA	ZHANUM	ACQ	ACQNUM	XID	XIDNUM	BOL	BOLNUM	LEQ	LEQNUM	LIJ	LIJNUM	NIN	NINNUM	JIN	JINNUM	ROU	ROUNUM	NUS	NUSNUM	ANO	ANONUM	RAW	RAWNUM	DUL	DULNUM	QIN	QINNUM	QIA	QIANUM	MUY	MUYNUM	PMQ	PMQNUM	PMI	PMINUM	ZHB	ZHBNUM	QUE	QUENUM	ERG	ERGNUM	DAO	DAONUM	SHI	SHINUM	NAM	NAMNUM	GUI	GUINUM	ERS	ERSNUM	LUS	LUSNUM	GAZ	GAZNUM	JIA	JIANUM
35	green	rok 綠	823	lǜ 綠	823	ny 2 綠	823	lü6	-3	luok5	823	liuk6	823	ʔa-khio.22	1930	ʔəklõʔ.53	1930	θjáŋ	2721	θɨ.44	2721	sɨ.44	2721	ʔəṭɨ.55	2721	su.11	2721	ćɨə.44	2721	tə.11 ŋa.33	2520	ʔəla.44	4513	a.31 la̲.55	4513	ʔəto.44 kloʔ.53	1930	lu.3 CHIN	-1	fóŋ	251	kɨ.3 lauŋ.2	1930	rāg	823	o-ho	2578	a.riɛ.1	2766	erei	2766	lʒ́aŋ khu	1930	ćəŋ.13 ku.55	1930	ʒ́õ.55 kho.53	1930	ʒ́aŋ khə	1930	rʒ́aŋ khə	1930	ŋom. L1=mu. T1	2520	ŋon=bu.HF	2520	ʒ́aŋ.13 ku.53	-1	ʒ́aŋ khu TIB?	-1	gig.A	4368	gigippa	4368	gigim. L	4368		-666	ku=hik=la	4368	phi:	251	diʔ=ka	1097	tiɨŋ.1 krai.1	2722	tiŋ.1 kria.1	2722		-666	le:	4307	ya-ge-a	4368	sàlyi	4307		-666		-666	ʒ́e o:	4307		-666	yəʒi	4307		-666	ʒəmthou	2722	mə-lo	4513	gətaʔŋ	2722	ga=khraŋ	1257	taŋsek	2722		-666	hɨ́ŋ = 'grass'	1257	ɨhɨŋ=pu	1257	thiŋ=pɨ	2722	saŋtiŋ=bu	2722	apil	2723	ahiŋ	1257	hiŋ	1257	ci̲t.31	4294	asaŋ=ba	2721	kešin	2721	cɨ=labi	2723	khamateka	4080	tho:wo:na	4290	kɨmži	1359	amɨ=zya	1359		-666	taʒɨm	1359	tɨpu	2723	kahrɨ	1257		-666	kɨmɨ=zho	1359	kepe=ʒo	1359	peʒo (sic!)	1359		-666	kanzai=be	4307	madyak=bu	1097	madek	1097	kariŋ=ba	1257	ndiek=mei	1097	lir	4513	pli	2723	phi	2723	pi:̃.2	251		-666	hriŋ=mi	1257	hriŋ	1257	eŋ=hiŋ	2578	eŋ.2	2578	piŋ.1	251	ṭhe.2=wa	2034	pin.1	251	piŋ=mɔ	251	cim:	1359	ŋjuk.31	2520	ŋui.21	2520	ńau.55	2520	ńau.55	2520	ŋjuŋ.55	2520	ŋja:u.31	2520	χər.31	4077	χər.31	4077	a.33 ńu.44 lu.	2520	ńɨ̃.33	1482	ńɨ.35	1482	ćhɨ.35 phɨ.31	1482	məšiŋ	2721	pɨ.31 śiŋ.53 śi	2721	χue.33 χue.31	823	ẓan. ku TIB	-1	ʒ́a.55 ŋkhu.53	-1	ńĩ.55 mə.53	1482	ni.55	1482	ńhy.55 ńhy.55	1482	nhɨ.55 nhɨ.33	1482	tho wɨ mdɔ	2722	sŋur ma, rŋə rŋ	2520		-666	lu.33 CHIN?	-2	ńi.33 ncɨ.53	1482	zi.55 za.55	1257	ńi.33 saŋ.55 s	1482	lv.55 CHIN?	-2	ldʒaŋ kə TIB	-1
35	green		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	eŋ=hiŋ	1257		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
36	hair	mhāu 毛	81	máo 毛	81	mau	81	ma7	81	mou52	81	mo1	81	kə.33 lu.11	4491	kho.22 khu.44 l	4491	ka.lə̣̀u	4491	kəlụ.33	4491	kv.22 lụ.44	4491	kulo.22	4491	kho.33 lø̣ə.11	4491	khu.11 lɨə̣.11	4491	khu.33 lau.11	4491	khọʔ.53 ṭu.44	4528	kho.31 tθö.55	4528	ho.44 tiʔ.53	4528	sa.3 ćhi.1	1198	a-cóm	1198	šam.1	1198	krā	630	gzaŋ	4434	kə.1 źak.1	4434	khaziwaŋ	4434	skra	630	ća.55	630	ća.53	630	hća	630	rcśä	630	ṭa. T2	630	rha.HR	630	khra.55	630	cham	1198	cã:.A	1198	tɔ:səm	1198	dho=sɔm.H	1198	[do:=]səm	1198	i	1432	taŋ	1059	pusiŋ	4535	thɨŋ.2	1059	thoŋ.1 bra.1	1059	du-ma	158	mɨt	447	dum-wit	447	dimu	158	adum	158	odum	1059	dum mɨ	158	dum	1059	donu	158	dume	158	ecə	1198	phiw	374	kanaʔj	579	khanai	579	kni	579	kho-ró	630	mɨn	158	min	158	šu	4528	ku=lo	2570	khu=mil	158	kacho	4528	kao, ko	2570	kə̲.55 ʒa̲.55	4528	sam	1198	repehɨ	4060	asa	1198	kuisam	1198	o:cã	1198	aše	1198	kua	2559	kɨ-ɨpɨ	2570	ku	2570	kowa	2559	pi=šu	1198	ethe	1198	upitha	1198	tha	1198	tha.1	1198	tam	1198	mitam	1198	tatham	1198	tam	1198	tham	1198	sɨm	1198	achu	1198	myaŋ	4081	(mi-)mha	81	cem.2	1198	sam	1198	sam	1198	sam	1198	sam=zaŋ	1198	sam.1	1198	kra.1	630	kra.1=sam	1198	cham.1	1198	chɔm	1198	cham paŋ	1198	chɛ̃.31	1198	[u.21] cham.51	1198	[u.31] mui.31	81	u.31	2570	chɛ̃.55	1198	cham.33	1198	[kv.33] fv.33	2570	[ɣo.33] χu.33̃	2570	chɛ.44 khə.44	1198	ćha.44 ma.44	1198	cha.35	1198	a.31 ni.33	579	əni	579	[u.51] nai.55	579	qə.31 χmə.55	158	qə ću	1198	ʁâ.35 mo.33	81	khu.55 mɛ̃.53	158	qho.55 ma.55	158	xo.55 mu.55 c̣	81	[qha.55] mhe.33	158	ʁuə ẓmi	158	[ʁə] rmi	158	ʁo.ee mhɔ̃.35	158	ʁo.55 hũ.33	158	ẓu.33 pu.53  E	81	ci.55	1198	će.31	1198	[ji.31 chɨ.33]	1198	[tɔ] ko rńe	579
36	hair		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	kua	2570		0	ku	2570	kowa	2570		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
37	hand	ƛhuʔ 手	1965	shǒu 手	1965	sou 2 手	1965	sɨ1	1965	chiu33	1965	su3	1965	cu.33	4492	sɨ.44 khɔ.44	4492	sə̀u. dèn	4492	cə.11 de.55	4492	cv.11 khvu.11	4492	ḍʒɨ.55 d̄ei.53	4492	khɔ.44 diɛ.44	2248	təkhu.11	2248	dʒau.53	4492	sɨ.44	4492	cy̲.31 de̲.55	4492	ʔo.22 ḍʒɨʔ.53	4492	ćie.3	1701	ká	2256	rău.4	703	gud(h)	2248	ik	1701	gəc.1	2248	wat	4451	lag pa	1701	lak.13 pa.55	1701	la.13 pa.53	1701	laχ kwa	1701	lok kwä	1701	lak. L1=pa. L1	1701	lak=pɛ. LR	1701	laʔ.53	1701	ga daŋ	884	guy.A	2248	hu	2248	khɔr. L	2362	khɨr	2362	huk	2248	huk	2248	khur	2362	a.3 tio.1	4357	ka.3 tio.4	4357	alak	1701	a-la:k	1701	lak-po	1701	àlà	1701	alak	1701	alak	1701	a lok	1701	alak	1701	lak	1701	lak	1701	eg=zi	2248	gi	2248	kaʔj	1701	jao	1701	jak	1701	tá-si	4246	yàk	1701	yak	1701	lak	1701	yik	1701	yak	1701	dak	1701	chak	1701	(lə.31-)ta̲ʔ.55	1701	khut	2248	mbe	37	aou=mi	4082	paŋ	37	o:khe	2248	ake	2248	khe	2248	kha	2248	teka	2248	tɨkhet	2248	oba	37	eba	37	ube	37	ʒe	1701	ʒie.2	1701	miba	37	mipa	37	chabin	37	ava	37	wan	37	ban	37	ri	703	krut	2248	(mi-)huṭ	2248	kwi:.2	2248	kut	2248	kut	2248	kut	2248	khut	2248	khut.3	2248	yo.1	1701	ya:.1	1701	yɛ.1	1701	lɔ+ɔ+	1701	lak	1701	lɔʔ.31	1701	loʔ.21	1701	lɔʔ.55	1701	lɔʔ.55 nhau.31	1701	laʔ.31	1701	lɔʔ.3	1701	la.31	1701	lo.31 khua.33	1701	la.55 pu.44	1701	lou.42 [pho.42]	1701	la.53	1701	la.31 vu.55	2362	ur	2362	ur.55	2362	i.55  EE	1701	dʒə pa	1701	ɣi.55	1701	źɛ.35	1701	ʒɛ.13	1701	le.55	1701	le.55 pa.55	1701	źa	1701	lʒa	1701	lie.35	1701	lɛ.33	1701	ko.53	2248	lɛ.33 phɛ.55	1701	le.33 pi.53	1701	la.53 pha.55	1701	[tɔ]̂ jɔk	1701
37	hand		0		0		0		0		0		0		0	sɨ.44 khɔ.44	2248		0		0	cv.11 khvu.11	2248		0	khɔ.44 diɛ.44	2248		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
38	head	sluʔ 首	1828	tóu ?Y	1059	nau 2 k`o 12 腦	615	tɨ7 po7	1059	thau52	1059	teu2 na2	1059	kəʔ.11 tu.33	1828	koʔ.53	1828	ka.klô	1828	kəklvu.55	1828	kv.22 klɔ.11	1828	ku.33 kəoʔ.53	1828	u.11 kø.44	1828	khu.11 klɔ.55	1828	ʃi.33 kəo.55	1828	khoʔ.53	2570	kho.31 tθa̲.31	2570	ʔəxotaʔ.53	1828	kho.1 pa.1	2570	a-thyak, tok	995	kɨu.4	2570	bal(h)	2724		-666	kɔ.2	2570	khruk	817	mgo	2570	ko.13	2570	ŋgo.55	2570	ngo tə	2570	ngo	2570	go. L1	2570	go. LF	2570	kɔk.13 theʔ.53	2133	śa raŋ	4410	piya.B	189	tɔN	1059	dhoŋ. L	1059	dəkhlö	1059	thɛge:k, -dhge:	1059	nindaŋa	1059	puriŋ	4410	kru.4	630	e.1 ko.1 ra.1	630		-666	dum-poŋ	1059	dumpoŋ	1059	àdiŋ	1059		-666	dum-po	1059	dum pɨr	1059		-666		-666		-666	ekhiye	2570	u	2570	koroʔ	630	khoro	630	sko	2570	tɨkam	995	céŋ, saŋ	1200	šaŋ	1200	šaŋʒiŋ	1200	khū	2197	khu	2197	kho	2197	khuŋ	2197	po.33	189	kok	2133	repe	189	akucɨ	2570	kui	2570	ku=rrɨ	2570	alɨ	1929	tha	1193	kuro	2570	toko=lak	2570	telam	1929	opi	189	kecɨ	1193	upi	189	cu	1193	u.1 cə.2	1193	peu	189	mipei	189	chapi	189	api	189	pi	189	pi	189	phu	189	ta.laŋ	1828	(mi-)ṭalu	1828	ŋəih.1	4083	lu	1828	lu	1828	lu	1828	lu=chaŋ	1828	lu.2	1828	kra.1	630	kra.1	630	ṭa.1	630	thoppa	1059	khauŋ:	2197	a̲u.33 lam.35	2570	u.21 lu̲m.21	2570	nă.31 kuaŋ.31	2197	u.31 kɔn.31	2197	u̲.35 lu̲m.21	2570	wo̲.55 lɔ̲m.53	2570	ku.33 ly.33	2197	ɣo.55 khua.31	2197	vu.44 khɛ.44	2197	ʔo.55 tu.31	2570	u.31 phu.55	2570	la.31 phoŋ.55	1828	əgaw	2570	u.55	2570	qə.33 po.55 c̣	1193	qə pa=c̣	1193	ʁâ.35 lö.33	2570	khu.53	2570	qho.55	2570	xo.53	2570	qho.55	2570	ʁuə	2570	ʁə	2570	ʁo.33 ło.35	2570	ʁo.55 ər.55 ly.	2570	wɛ.33 jɛ̃.53	2570	vi.33 li.55	2570	wu.33 li.53	2570	ji.31 cɨ.33	1193	[tɔ] ko	2570
38	head		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	moko	2570		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	akethe	1193		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ʁâ.35 lö.33	1828		0		0		0		0		0		0	ʁo.33 ło.35	1828	ʁo.55 ər.55 ly.	1828		0	vi.33 li.55	1828	wu.33 li.53	1828		0		0
39	hear	mən 聞	2725	tīng 聽	4555	t`in 11 ćian 3 聽	4555	ćhɛN4	4555	thiaŋ55	4555	taŋ1	4555	xɨn.44	2726	kəṭɛ.22 hɛ.44	2726	nâ.hjáŋ	521	ləhv.55	2726	nạ̃.11 hɨ.44	521	na.22 xɨ.44	521	kənạ.33 de.11	521	nị.42 xɨə.33	521	na.33 xũŋ.55	521	na.22 hu.44	521	na̲.31 xu.55	521	na.44 m	521	zu.4 liau.1	1319	thyo	890	ta.1 giat.1	890	thas-	890	nu=mo	521	ɣɔŋ.1	130		-666	go	2643	kho.13	2643	ku.231	2643	ko	2643	ko	2643	tho. L2-	890	ŋyen. LF-	1473	ńan.35 thoʔ.53	1473	than	461	ne:.A-	1473	yen-	1473	ŋi. L	1473	Nyi:=nɨ	1473	khɛmmaʔ, -khɛps	2144	kheps- ; khem-	2144	hiŋ-	2726	tha.3 rɨŋ.1	130	a.1 hroŋ.1	130	cu	1319	ta:t	890	ta:t	890	ta	890	ta	890	ta	890	ta:poŋ	890	ta	890	tə	890	te	890	ʒə-χu	717	rui	717	kana	521	khana	521	knaa	521		-666	cáy	2727	̌ʒai	2727	dan	461	tit-	890	tai	890	tat	890	atat	890	mə.31 tat.31	890	ta	890	ne, nɨ	1473	inžu	1319	ša	1506	zo	1319	kɨna	521	ńiŋ	1473	aso	1506	aŋa=ši	4085	ŋa	4085	cho	1319	ńɨ	1473	rɨńi	1473	ranie	1473	rə.3 ńə.1	1473	siu	1319	seu	1319	chiuh	1319	su	1319	cha	1319	cu	1319	ʒu	1319	sayʔ-	1506	se-	1506	thəi.1	890	hriat	717	hna in theih	521	hriat	717	he	717	za:.1	1444	the:.1-	890	ńe.1-	1473	the.1-	890	ṭa-	890	kra:	717		-666	kjo.21	717	kẓua.31	717	kẓɔ.31	717	ɣə̆.31 kja.31	717	jɔ:.55 kjɔ:.33	717	kho.33 mi.33	2643	khua.33 ńi.33	2643	nhɔ.42 tɔ.44	521	no.55	521	nha.35	521	to.55 o.31	890	tha	890	tɔ.55	890	ćhy.55 ńy.55	1473	khśust	2727	ndo.53	890	xə.13 ni.13 si.	2727		-666	ńu.55	1473	kɨ.55 mńo.33	1473		-666	[də] nćhi	1147	ma.35	2725	gi.55 ṣæ.31	2727	ća.55	717		-666	[the.33] ʒ̣ɨ.5	1600	na.35 ća.31	717	[kɔ] msɔm	1503
39	hear		0		0		0		0		0		0		0		0	nâ.hjáŋ	2726	ləhv.55	2726	nạ̃.11 hɨ.44	2726	na.22 xɨ.44	2726		0	nị.42 xɨə.33	2726	na.33 xũŋ.55	2726	na.22 hu.44	2726	na̲.31 xu.55	521	na.44 m	521		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ćhy.55 ńy.55	1147		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
40	heart	səm 心	1503	śīn 心	1503	śin 11 心	1503	śiN4	1503	siŋ55	1503	sim1 gon1	1503	saʔ.22 ra.33	1503	kəṭãʔ.53	1503	θà-phlôŋ	1503	θa.55 phlvu.11	1503	dei.44 baɨ̃.44	1503	ṭaʔ.53	1503	sa.33 phløə.33	1503	ćɛ.55 plɔ.11	1503	ṣa.55 phləo.33	1503	ṭaʔ.53	1503	tθa̲.55 phiö.3	1503	ṭəb̄lɔ.44	1503	li.1 khu.1 li.1	1877	lŭt	4464	lɨm.2	1838	dĭl	493	sluŋ	1837	lok.1	1837	labaw	277	sńiŋ	586	ńiŋ.55	586	ńī.55	586	hńaŋ	586	rńaŋ	586	ńiŋ. T1	586	ńiŋ.HF	586	niŋ.53	586	thiŋ  lom	937	luŋ=gir.A	1837	cɔwa	1176	cö. L	1176	cuba	1176	nɛrɛʔl, nɛrɛtpa	4404	niŋa	586	kondhaŋ	937	xa.3 po.1 tiai.	277	a.1 po.1 bra.2	277	galuŋ	1837	a:-pɨ, puk-pɨ	226	aŋ	1983	àhà	1983		-666	hopuk	226	ɦoŋ puk	226		-666	apuk, hapuk	226		-666		-666	luŋ	1837		-666	mithai	493	ka-toŋ	937	khá-pak 'heart	2139	mòŋ=cáŋ	72	moŋ=ʒaŋ	72	moŋ	72	maŋ=bun	72		-666	maŋ=to	72		-666	sə.33 lum.33	1838	puk=niŋ	586	nńuŋ	1837	amelo	1837	maluŋ	1837	lampam	1837	alouve	1837	lasi	1512	muloŋ	1837	temu=luŋ=ʒaŋ	1837	tɨmu=luŋ=chaŋ	1837	ole	1837	meli	1837	umɨlɨ	1837	melu	1837	(u.1) me.3 lou.	1837	miluŋ	1837	miluŋ	1837	mailuŋ	1837		-666		-666	lɨŋ=miŋ	1837	miŋ	586	hluŋ	1837	(mi-)gin	2139	'yũ:.2	1837	luŋ	1837	luŋ	1837	luŋ	1837	luŋ=chaŋ	1837	luŋ.2 taŋ.1	1837	tĩ.1	937	tiŋ.1	937	tin.1	937	ḍiŋ	937	hna. lum:	586	na̲k.55 lam.35	586	ni̲k.55 lu̲m.21	586	ńha.55 lum.31	586	nhaʔ.31 lum.31	586	na̲k.55 lam.31	586	nə̲k.55 lɔm.33	586	nv.55 me.33	586	nv.31 mi.33	586	nhə.42 sə.44	586	na.44 the.35 lʼ, 586,"ńhi.31 ʔla.55	586	ńi.31 zɨm.31	586	məguŋ	2691	rɨ.31 mɔʔ.55	2691	χtie.55 mə.55	2691	sti: mi	2691	jâ.53 phö.55 s	1503	xuâ.53	4087	skhyɛ.55	4086	xe.55 mö.53	2691	sme.55 rmi.33	2691	zɣiar	4122	zjar	4122	ńɛ.55 mi.33	586	ńi.33 mi.55	586	tɔ̃.33 jɔ̃.53	937	sɨ.55 ńi.55	586	ti.53 mi.33	2691	si.33 ca.323	1503	[tə] ʃne TIB?	586		
40	heart		0		0		0		0		0		0		0		0	θà.phlôŋ	1837	θa.55 phlvu.11	1837		0		0		0		0		0		0	tθa̲.55 phiö.3	1837	ṭəb̄lɔ.44	1837		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	kha	2139		0		0		0		0		0		0		0		0		0		0	thammoi	2691		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
41	horn	kōk (-r-) 角	817	jiǎo 角	817	ko 12, ćio 12 角	817	kü6	817	koük23	817	gok5	817	noŋ.22	615	t̯ɛ.33 ʔəno.22	615	ka-nụ̀	615	kənvu.55	615	kə-nṿu.11	615	nəɨ.33	615	nø̣ə.11	615	nɔ̣.11	615	kəo.33	615	nə̣.33	615	a.31 nö.33	615	nə.33	615	khɨe.1	2728	róŋ	2560	krăŋ.2	2560	rŭd'	817	kheŋ	2560	a.1 kə.1 vuaŋ.1	2560	eriyaw	4452	rwa	817	ra.55 ko.52	817	źa.13 jo.53	817	ra ćo	817	ra ćho	817	ro. L1=ǯo. L1	817	arkyok.HR	817	ru:.13	817	wa roŋ	817	gro:.A	2560	pittɔ	2560	groŋ. L	2560	go	2560	taN	2560	saʒaŋ	2560	daŋ	1059	rau.1	817	ru.1	817	re-buŋ	2560	a-rəŋ	2560	areŋ	2560	árɨ	2560	rəbu	2560		-666	a rəŋ	2560	əri	2560	roŋ=boŋ	2560	raŋ	2560	səb=zə	2560	šu-žuŋ	2560	goŋ	2560	bogroŋ	2560	groŋ	2560	kroŋ	2560	əwóŋ	2560	ɨwoŋ	2560	̌voŋ	2560	lāŋ	2560	tai	2758	roŋ	2560		-666	n.31 ʒuŋ.33	2560	chi	1320		-666	akibo	2728	aŋachi	1320	echhɨ	1320		-666	aʒɨ	4092		-666	tezɨ	4092	eyi	4092	okei	2728		-666		-666	ka	2728	puo.3 ke.1	2728		-666	make, beke	2728	pake	2728	kahaŋka	2560	ti	4092	kacai	1320	nu	615	roŋʔ	2560	(mi-)ryəm	4091	rɨ̃:h.2	2560	ki	2728	ki	2728	saki	2728	saki	2728	ki.1	2728	ru.1	817	ru.1	817	ru.1	817	rhi=ʒwɔ	817	khjui	817	khrɨ.35 a.55	817	khjui.51	817	khẓau.55	817	a.31 khẓau.55	817	khju.55	817	khjou.33	817	kho.33	817	khər.33	817	vu.33 khi.44	817	õ.55 khɨ̃.55	817	khrɨ.35 a.55	817	ʔɨ̃.55 khɨ.31	817	dəriŋ	2560	ći.31 xrɨ.55	817	ẓa.33 qə.55	817	rəq	817	c̣hɨ.55 mbâ.5	1320	c̣hü.53	1320	c̣hy.55	1320	ẓa.35 ćo.53	1320	c̣hi.33 mbə.55	1320	qlɛm bɛ la	4091	qrə mbə	817	qhuâ.55	2560	qhuər.53	2560	we.53	817	ru.55	817	ər.33 bu.53	817	chv.33 khə.33	1320	[tə] ru	817
42	I	ŋhājʔ 我	2471	wǒ 我	2471	ŋo 2 我	2471	ŋo3	2471	ŋuai33	2471	ŋai2	2471	khwi.55	2471	jɛ.33	2471	khí	2471	khi.55	2471		-666	khe.53	2471	he.11	2471	va.33	4209	khwɛ.55	2471	jạ.33	2471	je.31	2471	zaʔ.53	2471	ŋa.3	2471	kă-do	2471	ki.4	2471	gö	2471	gu	2471	goh.2	2471	ko	2471	ŋa	2471	ŋa.13	2471	ŋa.231	2471	ŋa	2471	ŋä	2471	ŋa. L2	2471	ŋa. LF	2471	ŋe.13	2471	ʒ́aŋ	2729	go.A	2471	kɔŋ	2471	uŋ.H	2471	aŋ	2471	\Iaŋgā,iŋg \i	2471	ka	2471	ka	2471	xa=ŋ.2	2471	ŋa.2	2471	ŋa	2471	ŋo	2471	ŋɔ	2471	ŋó	2471	ŋo	2471	ŋo	2471	ŋo:	2471	ŋo	2471	ŋo	2471	ŋo	2471	no	2471	ńaŋ	2471	aŋ	2471	aŋ	2471	aŋa	2471		-666	tə̀w	2764	tao	2764	ŋei	2471	ŋô, (Agent.: ŋ	2471	ŋa	2471	ŋa	2471	ku	2471	ŋai.33	2471	ei	2730	a	2730	ni=ye	2471	iya	2730	a	2730	hi	2730	i	2730	i	2730	ni	2471	ni	2471	ai	2730	nhy	2471	i	2730	a	2730	a.2	2730	i	2730	i	2730	i	2730	e	2730	hai	2730	ai	2730	ne	2471	ŋa	2471	ŋa	2471	ŋa:.2	2471	kei=ma	2471	kei=mah	2471		-666	kei=mah	2471	kei.1	2471	ŋa.1	2730	ŋa.1	2730	ŋa.1	2730	ŋa	2471	ŋa	2471	ŋɔ.31	2471	ŋo.51	2471	ŋɔ.55	2471	ŋɔ.55	2471	ŋa.55	2471	ŋo.31	2471	ŋə.31	2471	ńa.33	2471	ŋɔ.42	2471	ŋo.33	2471	ŋa.35	2471	ŋa.31	2471	ŋa	2471	ŋa.53	2471	qa.55	2730	qa	2730	ŋɨ.55	2471	a.35	2730	ɛ.55	2730	ŋa.35	2471	ŋa.13, ŋɨ.13	2471	ŋɛ	2471	ŋa	2471	ŋâ.55	2471	ŋa.55	2471	ŋö.35	2471	a.55	2730	æ.53, a.33 duo	2730	ŋa.33	2471	ŋɔ	2471
42	I	Ła 余	4588		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
